t p i e
3742.968018 1 7511 3
3743.076416 1 7512 2
3743.283691 1 7513 2
3743.522461 1 7514 2
3743.688965 1 7515 2
3743.837646 1 7516 2
3744.063721 1 7517 3
3744.312256 1 7518 2
3744.688721 1 7519 3
3744.797363 1 7520 3
3745.160156 1 7521 2
3745.241699 1 7522 2
3745.344971 1 7523 2
3745.438721 1 7524 2
3748.281494 1 7525 2
3750.303955 1 7526 2
3751.865723 1 7527 2
3753.680664 1 7528 4
3754.154785 1 7529 4
3754.654785 1 7530 4
3755.195557 1 7531 4
3755.740723 1 7532 4
3756.575439 1 7533 3
3756.797363 1 7534 4
3756.928223 1 7535 3
3757.260986 1 7536 2
3757.933838 1 7537 2
3758.257812 1 7538 3
3758.326416 1 7539 3
3758.384521 1 7540 3
3758.452881 1 7541 2
3758.555176 1 7542 2
3758.674072 1 7543 2
3758.849365 1 7544 2
3759.008545 1 7545 2
3759.163818 1 7546 2
3759.282227 1 7547 2
3759.419922 1 7548 2
3759.547607 1 7549 2
3759.642090 1 7550 2
3759.797852 1 7551 2
3759.906006 1 7552 2
3760.008301 1 7553 2
3760.134766 1 7554 2
3760.443359 1 7555 2
3760.834961 1 7556 2
3761.089600 1 7557 2
3761.288574 1 7558 2
3761.439941 1 7559 2
3761.931396 1 7560 2
3762.067871 1 7561 2
3762.284912 1 7562 2
3762.525391 1 7563 2
3762.687744 1 7564 2
3762.842285 1 7565 2
3766.061523 1 7566 2
3769.431641 1 7567 2
3770.766602 1 7568 2
3771.792236 1 7569 4
3771.899414 1 7570 3
3772.066406 1 7571 3
3772.443115 1 7572 3
3772.626465 1 7573 2
3772.716309 1 7574 2
3772.863281 1 7575 2
3773.011230 1 7576 2
3773.103271 1 7577 2
3773.279053 1 7578 2
3774.015381 1 7579 2
3774.483154 1 7580 2
3775.007080 1 7581 3
3775.716309 1 7582 2
3775.752197 1 7583 3
3775.923584 1 7584 2
3776.020752 1 7585 2
3776.142334 1 7586 2
3776.217529 1 7587 2
3776.317627 1 7588 2
3776.455078 1 7589 3
3776.560791 1 7590 2
3776.648682 1 7591 2
3776.878418 1 7592 2
3777.540039 1 7593 2
3777.925781 1 7594 2
3778.426758 1 7595 3
3778.579590 1 7596 2
3779.100098 1 7597 3
3779.422607 1 7598 3
3779.699463 1 7599 2
3780.135010 1 7600 3
3780.403076 1 7601 2
3781.252686 1 7602 2
3781.765625 1 7603 4
3781.881104 1 7604 4
3782.046387 1 7605 2
3782.668457 1 7606 3
3782.885254 1 7607 2
3783.195312 1 7608 2
3783.744141 1 7609 2
3784.697021 1 7610 2
3785.447266 1 7611 2
3785.747559 1 7612 3
3785.991699 1 7613 2
3786.487061 1 7614 2
3786.944824 1 7615 3
3787.056885 1 7616 2
3787.279297 1 7617 2
3787.482666 1 7618 2
3787.571045 1 7619 2
3789.140625 1 7620 2
3790.643311 1 7621 2
3791.434814 1 7622 2
3792.622314 1 7623 3
3793.161377 1 7624 2
3794.582031 1 7625 3
3795.156738 1 7626 4
3795.464111 1 7627 3
3795.933350 1 7628 3
3796.626953 1 7629 3
3797.129395 1 7630 3
3797.548096 1 7631 2
3798.610352 1 7632 3
3798.642578 1 7633 2
3798.744385 1 7634 2
3798.998291 1 7635 2
3799.842285 1 7636 2
3800.291992 1 7637 2
3801.206055 1 7638 2
3801.710693 1 7639 2
3802.248047 1 7640 2
3803.144531 1 7641 2
3804.452881 1 7642 2
3805.018799 1 7643 3
3805.534912 1 7644 3
3805.909912 1 7645 3
3806.281006 1 7646 3
3806.640381 1 7647 2
3807.371338 1 7648 2
3808.039062 1 7649 2
3808.606445 1 7650 2
3809.348389 1 7651 3
3809.851562 1 7652 3
3810.447998 1 7653 4
3810.826172 1 7654 3
3811.702881 1 7655 4
3811.895996 1 7656 3
3812.408447 1 7657 3
3813.073730 1 7658 3
3813.786865 1 7659 4
3814.077637 1 7660 4
3814.420410 1 7661 3
3814.883301 1 7662 3
3815.346924 1 7663 4
3815.637695 1 7664 4
3816.027100 1 7665 4
3816.584717 1 7666 4
3817.069580 1 7667 3
3818.056885 1 7668 4
3818.498047 1 7669 4
3818.966309 1 7670 4
3819.383789 1 7671 3
3820.413086 1 7672 4
3821.139893 1 7673 4
3821.895752 1 7674 4
3822.173096 1 7675 4
3822.610352 1 7676 4
3822.916504 1 7677 3
3823.265625 1 7678 4
3823.323242 1 7679 2
3823.623047 1 7680 2
3823.888672 1 7681 2
3824.164062 1 7682 2
3824.403809 1 7683 2
3824.584473 1 7684 3
3824.781006 1 7685 2
3826.671875 1 7686 2
3827.724121 1 7687 2
3828.593506 1 7688 2
3829.468994 1 7689 3
3829.880859 1 7690 3
3830.793945 1 7691 3
3831.502930 1 7692 3
3831.926270 1 7693 3
3832.624756 1 7694 3
3832.996582 1 7695 4
3833.333008 1 7696 4
3833.617920 1 7697 4
3833.767578 1 7698 4
3833.803955 1 7699 2
3833.881104 1 7700 2
3835.250732 1 7701 2
3837.429199 1 7702 2
3839.120361 1 7703 2
3840.938721 1 7704 4
3841.424316 1 7705 4
3841.696289 1 7706 3
3842.101074 1 7707 4
3842.996582 1 7708 4
3843.017334 1 7709 2
3843.109619 1 7710 2
3843.267090 1 7711 3
3843.385010 1 7712 2
3843.531494 1 7713 3
3843.657715 1 7714 2
3843.882080 1 7715 2
3844.002441 1 7716 2
3844.210938 1 7717 2
3844.457764 1 7718 2
3846.700195 1 7719 2
3850.099365 1 7720 2
3851.877441 1 7721 3
3853.772705 1 7722 4
3854.298584 1 7723 4
3854.343994 1 7724 4
3854.372559 1 7725 4
3854.455322 1 7726 3
3855.107666 1 7727 2
3856.676758 1 7728 3
3856.754883 1 7729 2
3856.979980 1 7730 3
3857.097900 1 7731 3
3857.197021 1 7732 3
3857.578125 1 7733 2
3857.836182 1 7734 3
3858.087402 1 7735 2
3858.560547 1 7736 2
3859.403076 1 7737 2
3859.844238 1 7738 2
3860.375977 1 7739 2
3861.001709 1 7740 2
3861.759766 1 7741 3
3862.248535 1 7742 3
3862.698486 1 7743 3
3862.813232 1 7744 2
3862.936279 1 7745 2
3863.070801 1 7746 2
3863.326416 1 7747 3
3863.425537 1 7748 2
3863.524414 1 7749 2
3865.763672 1 7750 2
3867.970459 1 7751 2
3870.970459 1 7752 2
3872.130859 1 7753 4
3872.638428 1 7754 4
3873.220459 1 7755 4
3873.995117 1 7756 4
3874.520264 1 7757 4
3874.827393 1 7758 4
3875.288330 1 7759 4
3875.845459 1 7760 4
3875.920654 1 7761 3
3876.070557 1 7762 3
3876.147949 1 7763 4
3876.223389 1 7764 3
3876.529053 1 7765 3
3877.067627 1 7766 3
3877.576172 1 7767 2
3878.950928 1 7768 3
3879.394287 1 7769 3
3879.783691 1 7770 3
3880.078613 1 7771 3
3880.642334 1 7772 4
3880.945557 1 7773 3
3881.347900 1 7774 3
3881.392578 1 7775 3
3881.437988 1 7776 2
3881.544678 1 7777 2
3881.678223 1 7778 2
3881.787109 1 7779 2
3881.843262 1 7780 3
3881.910889 1 7781 2
3882.163574 1 7782 2
3882.267578 1 7783 2
3882.399658 1 7784 2
3882.549805 1 7785 2
3882.667480 1 7786 2
3883.010010 1 7787 2
3883.671143 1 7788 2
3884.014160 1 7789 2
3884.341797 1 7790 2
3884.602783 1 7791 2
3884.872314 1 7792 2
3885.275391 1 7793 2
3885.550049 1 7794 2
3885.772461 1 7795 2
3885.860107 1 7796 3
3885.910156 1 7797 3
3885.985107 1 7798 2
3886.104980 1 7799 2
3886.684570 1 7800 2
3886.952393 1 7801 2
3887.372070 1 7802 2
3887.946045 1 7803 2
3888.311035 1 7804 2
3889.242188 1 7805 2
3889.713379 1 7806 2
3890.171875 1 7807 3
3890.295410 1 7808 3
3890.500977 1 7809 4
3890.586914 1 7810 2
3890.860107 1 7811 2
3891.277100 1 7812 2
3891.398682 1 7813 3
3891.446289 1 7814 2
3891.582520 1 7815 2
3891.715088 1 7816 2
3891.873291 1 7817 2
3892.058350 1 7818 2
3892.283447 1 7819 2
3892.456543 1 7820 2
3892.573486 1 7821 2
3892.664307 1 7822 3
3893.301025 1 7823 2
3894.081055 1 7824 2
3894.873779 1 7825 2
3896.047119 1 7826 3
3896.419678 1 7827 2
3896.965332 1 7828 2
3897.890625 1 7829 2
3898.963135 1 7830 2
3899.726807 1 7831 3
3900.193604 1 7832 2
3901.138672 1 7833 3
3901.607422 1 7834 3
3901.984863 1 7835 4
3902.288574 1 7836 3
3902.987549 1 7837 4
3903.314941 1 7838 4
3903.812256 1 7839 3
3904.727783 1 7840 4
3905.205078 1 7841 3
3905.922119 1 7842 3
3906.342041 1 7843 3
3907.501465 1 7844 4
3908.119629 1 7845 3
3908.797607 1 7846 4
3908.844238 1 7847 3
3909.026611 1 7848 2
3909.269531 1 7849 2
3909.451416 1 7850 2
3909.634277 1 7851 2
3909.767090 1 7852 2
3909.924561 1 7853 2
3910.899658 1 7854 2
3911.954102 1 7855 4
3912.072998 1 7856 3
3912.305664 1 7857 3
3912.600586 1 7858 3
3912.922852 1 7859 2
3914.179443 1 7860 2
3915.308350 1 7861 2
3916.091309 1 7862 2
3916.672363 1 7863 4
3916.791260 1 7864 3
3917.684814 1 7865 2
3918.294189 1 7866 3
3919.310547 1 7867 4
3919.828125 1 7868 4
3920.204834 1 7869 4
3920.674561 1 7870 4
3920.987305 1 7871 4
3921.256104 1 7872 4
3921.500488 1 7873 3
3922.559814 1 7874 4
3922.732178 1 7875 2
3923.313965 1 7876 3
3924.136475 1 7877 3
3924.709229 1 7878 3
3925.329590 1 7879 2
3925.986328 1 7880 3
3926.456299 1 7881 3
3927.135010 1 7882 3
3927.188965 1 7883 2
3927.334961 1 7884 2
3927.440674 1 7885 2
3927.614990 1 7886 2
3927.754883 1 7887 2
3927.851074 1 7888 2
3928.038818 1 7889 2
3928.293945 1 7890 3
3928.346924 1 7891 2
3928.494385 1 7892 2
3928.604248 1 7893 2
3928.657227 1 7894 2
3928.737305 1 7895 2
3929.555908 1 7896 2
3930.650391 1 7897 2
3931.145508 1 7898 2
3932.006104 1 7899 3
3932.536621 1 7900 3
3933.177734 1 7901 3
3933.499512 1 7902 3
3933.841064 1 7903 4
3934.225342 1 7904 4
3934.569092 1 7905 3
3935.142822 1 7906 2
3935.689941 1 7907 3
3936.563965 1 7908 3
3937.069336 1 7909 4
3937.502197 1 7910 3
3938.550537 1 7911 3
3939.445312 1 7912 3
3939.879395 1 7913 3
3940.730225 1 7914 3
3940.992188 1 7915 4
3941.887939 1 7916 4
3942.193604 1 7917 4
3942.611084 1 7918 4
3943.194092 1 7919 4
3943.674316 1 7920 4
3943.713135 1 7921 4
3943.860107 1 7922 3
3944.271484 1 7923 2
3944.802979 1 7924 2
3945.368896 1 7925 2
3945.462646 1 7926 2
3945.561035 1 7927 2
3945.713379 1 7928 2
3946.013916 1 7929 2
3946.215820 1 7930 2
3948.144287 1 7931 2
3949.789551 1 7932 2
3951.611084 1 7933 3
3951.911865 1 7934 3
3952.314941 1 7935 3
3952.573730 1 7936 4
3952.758789 1 7937 3
3954.118896 1 7938 2
3954.444092 1 7939 2
3955.044189 1 7940 2
3956.433838 1 7941 2
3957.442139 1 7942 4
3958.522949 1 7943 4
3959.858887 1 7944 4
3960.159180 1 7945 4
3960.886475 1 7946 4
3961.589111 1 7947 4
3961.929199 1 7948 4
3962.671143 1 7949 4
3962.827881 1 7950 4
3962.929688 1 7951 3
3963.616211 1 7952 2
3963.979492 1 7953 2
3964.445068 1 7954 2
3965.075195 1 7955 2
3965.260742 1 7956 2
3965.567627 1 7957 2
3965.743652 1 7958 2
3966.041992 1 7959 2
3966.337646 1 7960 2
3966.540283 1 7961 2
3966.859131 1 7962 2
3967.037598 1 7963 2
3967.210693 1 7964 2
3967.539795 1 7965 2
3967.967041 1 7966 2
3972.517822 1 7967 3
3972.919189 1 7968 3
3973.530029 1 7969 4
3973.827393 1 7970 4
3974.172119 1 7971 3
3975.042969 1 7972 2
3975.655273 1 7973 3
3976.223877 1 7974 4
3976.776855 1 7975 3
3977.982422 1 7976 4
3978.432373 1 7977 4
3978.617188 1 7978 4
3978.835938 1 7979 4
3979.147461 1 7980 3
3979.234619 1 7981 2
3979.600342 1 7982 3
3979.911621 1 7983 3
3980.107666 1 7984 2
3980.305664 1 7985 2
3980.554688 1 7986 3
3980.603760 1 7987 2
3980.709717 1 7988 2
3980.884766 1 7989 2
3981.166992 1 7990 2
3981.336670 1 7991 2
3981.604980 1 7992 2
3981.886963 1 7993 2
3982.084961 1 7994 2
3982.283936 1 7995 2
3982.643799 1 7996 3
3982.814453 1 7997 2
3983.156494 1 7998 2
3983.411377 1 7999 2
3983.601807 1 8000 2
3983.837158 1 8001 2
3984.176025 1 8002 2
3984.641113 1 8003 2
3984.933105 1 8004 2
3985.265625 1 8005 2
3985.415771 1 8006 2
3985.575195 1 8007 2
3985.671143 1 8008 2
3985.810547 1 8009 2
3985.930908 1 8010 2
3986.157959 1 8011 2
3986.687012 1 8012 2
3987.312500 1 8013 2
3987.489990 1 8014 3
3987.666748 1 8015 3
3987.977051 1 8016 2
3988.543701 1 8017 2
3988.896729 1 8018 2
3989.166260 1 8019 3
3989.335938 1 8020 2
3989.497070 1 8021 2
3990.225830 1 8022 2
3991.923096 1 8023 2
3993.148438 1 8024 2
3996.067139 1 8025 3
3996.897705 1 8026 4
3996.922852 1 8027 3
3997.009521 1 8028 2
3997.155762 1 8029 2
3997.310303 1 8030 3
3997.386475 1 8031 2
3997.515381 1 8032 2
3997.699951 1 8033 2
3997.785400 1 8034 3
3997.853027 1 8035 2
3997.937744 1 8036 2
3998.161865 1 8037 2
3998.408203 1 8038 2
3998.500732 1 8039 2
3998.625488 1 8040 2
3998.838379 1 8041 2
3998.999512 1 8042 3
3999.150635 1 8043 2
3999.429199 1 8044 2
3999.723877 1 8045 2
4000.130371 1 8046 2
4000.530273 1 8047 2
4001.125000 1 8048 2
4001.654785 1 8049 2
4002.475830 1 8050 3
4002.894287 1 8051 2
4004.447266 1 8052 2
4005.237061 1 8053 2
4006.147705 1 8054 2
4007.120361 1 8055 2
4007.928467 1 8056 2
4009.528809 1 8057 2
4010.683838 1 8058 3
4011.327393 1 8059 3
4011.538818 1 8060 3
4011.928467 1 8061 3
4012.482178 1 8062 2
4012.975586 1 8063 3
4013.213867 1 8064 3
4013.545410 1 8065 3
4013.904297 1 8066 2
4014.356445 1 8067 2
4014.867188 1 8068 4
4014.982178 1 8069 3
4015.037109 1 8070 3
4016.164062 1 8071 3
4017.292236 1 8072 2
4019.512695 1 8073 2
4024.340820 1 8074 4
4024.721924 1 8075 4
4025.371582 1 8076 4
4026.235840 1 8077 4
4026.392090 1 8078 4
4026.495361 1 8079 3
4027.086670 1 8080 3
4027.672363 1 8081 3
4028.213135 1 8082 3
4028.833984 1 8083 3
4029.501465 1 8084 3
4029.779541 1 8085 3
4030.257080 1 8086 3
4030.998535 1 8087 4
4031.519287 1 8088 4
4031.779785 1 8089 4
4031.945068 1 8090 4
4031.976318 1 8091 2
4032.041504 1 8092 2
4032.836182 1 8093 2
4033.816650 1 8094 2
4035.005371 1 8095 2
4035.209961 1 8096 2
4035.333252 1 8097 2
4035.432129 1 8098 2
4035.570801 1 8099 2
4035.760986 1 8100 2
4035.885010 1 8101 3
4035.935303 1 8102 2
4036.019287 1 8103 2
4036.093750 1 8104 2
4036.245605 1 8105 2
4036.351074 1 8106 2
4036.524658 1 8107 2
4036.666016 1 8108 3
4036.752686 1 8109 3
4036.799805 1 8110 2
4036.901855 1 8111 3
4037.668457 1 8112 2
4038.357422 1 8113 2
4038.848389 1 8114 2
4040.762207 1 8115 2
4042.184570 1 8116 3
4043.037842 1 8117 3
4043.856445 1 8118 4
4045.027588 1 8119 4
4045.598633 1 8120 4
4046.382080 1 8121 4
4046.441895 1 8122 3
4046.542236 1 8123 2
4046.932617 1 8124 2
4048.649170 1 8125 2
4050.590332 1 8126 2
4052.919189 1 8127 3
4053.985596 1 8128 4
4054.760498 1 8129 4
4055.867920 1 8130 4
4056.560303 1 8131 4
4056.854004 1 8132 4
4056.922363 1 8133 4
4056.950684 1 8134 2
4057.108643 1 8135 3
4057.172119 1 8136 2
4057.724365 1 8137 3
4058.081787 1 8138 2
4058.178223 1 8139 3
4058.306152 1 8140 2
4058.535889 1 8141 2
4059.000488 1 8142 2
4059.173584 1 8143 2
4059.649902 1 8144 2
4059.830322 1 8145 2
4060.018555 1 8146 2
4060.346924 1 8147 3
4060.453857 1 8148 3
4060.640869 1 8149 3
4061.151123 1 8150 4
4061.489746 1 8151 2
4066.409180 1 8152 2
4068.575195 1 8153 3
4069.316650 1 8154 4
4069.440430 1 8155 4
4069.614258 1 8156 3
4069.856445 1 8157 3
4070.242188 1 8158 2
4073.175781 1 8159 4
4073.845703 1 8160 4
4074.233643 1 8161 4
4074.767090 1 8162 4
4074.812500 1 8163 2
4075.092041 1 8164 2
4075.218994 1 8165 2
4075.516846 1 8166 2
4076.895508 1 8167 3
4077.335205 1 8168 4
4077.723877 1 8169 4
4078.471436 1 8170 4
4079.024414 1 8171 4
4079.046143 1 8172 3
4079.113281 1 8173 2
4079.226807 1 8174 2
4079.336182 1 8175 2
4079.586670 1 8176 2
4079.703857 1 8177 2
4079.827637 1 8178 2
4080.550293 1 8179 3
4081.185547 1 8180 2
4081.456787 1 8181 3
4081.848877 1 8182 3
4082.208496 1 8183 3
4082.715576 1 8184 3
4083.006592 1 8185 3
4083.326904 1 8186 3
4083.689697 1 8187 4
4083.739502 1 8188 3
4083.843994 1 8189 4
4083.918213 1 8190 2
4084.067383 1 8191 2
4084.229736 1 8192 2
4084.414307 1 8193 2
4084.661621 1 8194 2
4085.049072 1 8195 2
4085.333008 1 8196 2
4085.763916 1 8197 2
4086.119141 1 8198 2
4086.270752 1 8199 2
4086.532227 1 8200 2
4086.629150 1 8201 2
4086.725586 1 8202 2
4086.828369 1 8203 2
4086.987793 1 8204 2
4087.135742 1 8205 2
4087.275146 1 8206 2
4087.413330 1 8207 2
4087.503174 1 8208 2
4087.628662 1 8209 2
4087.740479 1 8210 2
4087.883789 1 8211 2
4088.028809 1 8212 2
4088.110107 1 8213 2
4088.197266 1 8214 2
4088.358887 1 8215 2
4089.183838 1 8216 2
4089.606934 1 8217 2
4090.441162 1 8218 2
4090.989746 1 8219 3
4091.200195 1 8220 3
4091.546875 1 8221 2
4092.751465 1 8222 2
4093.054199 1 8223 2
4093.543213 1 8224 2
4094.381836 1 8225 2
4095.032959 1 8226 2
4095.437500 1 8227 2
4095.850098 1 8228 2
4096.808105 1 8229 2
4097.331543 1 8230 2
4097.969727 1 8231 3
4098.088867 1 8232 3
4098.300293 1 8233 2
4098.560059 1 8234 3
4099.012207 1 8235 2
4099.653320 1 8236 2
4099.854492 1 8237 2
4100.037109 1 8238 2
4100.475098 1 8239 2
4100.663574 1 8240 2
4100.919922 1 8241 2
4101.175781 1 8242 2
4101.545410 1 8243 2
4101.629395 1 8244 2
4101.834961 1 8245 4
4101.924805 1 8246 3
4102.262695 1 8247 2
4103.127441 1 8248 2
4105.576660 1 8249 2
4106.516602 1 8250 3
4107.017578 1 8251 3
4107.506348 1 8252 3
4108.139160 1 8253 3
4108.587891 1 8254 3
4108.948242 1 8255 3
4109.351074 1 8256 2
4110.551758 1 8257 2
4111.199219 1 8258 2
4112.360352 1 8259 3
4112.822754 1 8260 4
4113.087891 1 8261 4
4113.208984 1 8262 4
4113.353027 1 8263 3
4113.866699 1 8264 3
4114.015625 1 8265 2
4114.625488 1 8266 2
4115.165039 1 8267 2
4115.509277 1 8268 2
4118.531250 1 8269 3
4118.823730 1 8270 3
4119.029785 1 8271 3
4119.238281 1 8272 2
4119.550293 1 8273 2
4121.413086 1 8274 2
4123.659180 1 8275 4
4123.691895 1 8276 3
4123.805176 1 8277 3
4123.920898 1 8278 4
4123.984863 1 8279 2
4124.239258 1 8280 2
4124.479004 1 8281 2
4124.793457 1 8282 2
4125.040039 1 8283 2
4125.289551 1 8284 2
4125.900391 1 8285 2
4126.531738 1 8286 2
4127.113281 1 8287 2
4127.511230 1 8288 3
4127.882812 1 8289 3
4128.145996 1 8290 2
4128.555176 1 8291 3
4128.848145 1 8292 3
4129.068359 1 8293 3
4129.242676 1 8294 2
4129.825684 1 8295 2
4130.443359 1 8296 2
4130.927246 1 8297 2
4131.189941 1 8298 2
4131.307129 1 8299 2
4131.495117 1 8300 2
4131.884766 1 8301 2
4132.122559 1 8302 2
4132.556152 1 8303 3
4132.725098 1 8304 2
4132.846680 1 8305 2
4133.036133 1 8306 2
4133.106445 1 8307 2
4133.259766 1 8308 2
4135.567383 1 8309 3
4136.657227 1 8310 2
4138.686035 1 8311 2
4140.147949 1 8312 3
4140.749512 1 8313 4
4141.043945 1 8314 3
4142.153809 1 8315 4
4142.488281 1 8316 4
4142.883789 1 8317 4
4143.208008 1 8318 4
4143.232422 1 8319 2
4143.308594 1 8320 2
4143.407227 1 8321 2
4143.527832 1 8322 2
4143.679688 1 8323 2
4143.856934 1 8324 2
4144.061523 1 8325 2
4144.148926 1 8326 2
4146.458008 1 8327 2
4147.648926 1 8328 2
4150.135254 1 8329 3
4152.315918 1 8330 4
4153.232910 1 8331 4
4153.317383 1 8332 4
4153.467285 1 8333 3
4153.708984 1 8334 3
4153.990234 1 8335 4
4154.261719 1 8336 3
4154.490234 1 8337 3
4154.738770 1 8338 3
4154.899414 1 8339 3
4155.131348 1 8340 3
4155.379883 1 8341 3
4155.929199 1 8342 4
4156.106445 1 8343 2
4156.549805 1 8344 2
4157.105957 1 8345 2
4157.463379 1 8346 2
4157.860840 1 8347 3
4158.163086 1 8348 4
4158.308105 1 8349 3
4158.546875 1 8350 3
4158.736328 1 8351 2
4158.905762 1 8352 2
4158.965820 1 8353 2
4159.139648 1 8354 2
4159.244629 1 8355 2
4159.389648 1 8356 2
4159.487305 1 8357 2
4159.669922 1 8358 2
4160.530762 1 8359 2
4160.891602 1 8360 2
4162.200195 1 8361 2
4163.573242 1 8362 3
4164.334473 1 8363 2
4166.837891 1 8364 3
4167.611816 1 8365 3
4168.457031 1 8366 4
4168.773926 1 8367 3
4169.128418 1 8368 3
4169.601562 1 8369 3
4170.406738 1 8370 3
4170.912598 1 8371 4
4171.185547 1 8372 3
4171.787598 1 8373 3
4172.072754 1 8374 3
4172.610352 1 8375 3
4173.108398 1 8376 2
4174.256348 1 8377 3
4175.091797 1 8378 3
4175.907715 1 8379 3
4176.810059 1 8380 4
4177.835938 1 8381 3
4178.903320 1 8382 4
4179.856445 1 8383 4
4180.243652 1 8384 4
4181.077637 1 8385 4
4181.937988 1 8386 4
4182.427246 1 8387 4
4182.733887 1 8388 4
4183.539551 1 8389 3
4183.896973 1 8390 4
4184.244141 1 8391 4
4184.996582 1 8392 3
4185.631836 1 8393 4
4186.102051 1 8394 3
4187.017578 1 8395 4
4187.269043 1 8396 4
4188.036621 1 8397 4
4188.077637 1 8398 3
4189.870605 1 8399 3
4190.852539 1 8400 3
4191.273438 1 8401 2
4191.878906 1 8402 2
4192.245117 1 8403 4
4192.350586 1 8404 4
4192.415527 1 8405 4
4192.904297 1 8406 3
4193.864258 1 8407 3
4194.598145 1 8408 3
4195.805176 1 8409 4
4196.456055 1 8410 4
4197.051758 1 8411 4
4197.309570 1 8412 4
4197.357422 1 8413 3
4197.485840 1 8414 3
4197.626953 1 8415 3
4197.781738 1 8416 2
4198.199707 1 8417 2
4198.469238 1 8418 2
4198.715332 1 8419 2
4199.538574 1 8420 3
4201.245117 1 8421 3
4202.707031 1 8422 3
4203.447266 1 8423 3
4204.224121 1 8424 4
4204.543945 1 8425 4
4204.934570 1 8426 3
4206.290527 1 8427 4
4206.740234 1 8428 3
4207.330078 1 8429 4
4207.446289 1 8430 3
4207.807129 1 8431 2
4208.299805 1 8432 2
4208.892090 1 8433 3
4209.808105 1 8434 3
4210.038086 1 8435 4
4210.055176 1 8436 3
4210.146973 1 8437 2
4210.327148 1 8438 2
4210.458984 1 8439 3
4210.596191 1 8440 2
4211.074219 1 8441 3
4211.217285 1 8442 2
4211.532715 1 8443 2
4211.716797 1 8444 2
4211.935059 1 8445 2
4212.137695 1 8446 2
4212.775879 1 8447 4
4212.845215 1 8448 3
4212.957520 1 8449 3
4213.313477 1 8450 2
4213.539062 1 8451 2
4213.958984 1 8452 2
4214.174805 1 8453 2
4214.503418 1 8454 2
4214.844727 1 8455 2
4215.046875 1 8456 2
4215.473633 1 8457 3
4215.591309 1 8458 2
4215.930664 1 8459 2
4216.230469 1 8460 2
4216.580078 1 8461 2
4216.942383 1 8462 2
4217.120605 1 8463 2
4217.482422 1 8464 2
4217.736328 1 8465 2
4218.470215 1 8466 3
4218.755859 1 8467 2
4218.797852 1 8468 3
4218.893555 1 8469 2
4219.096191 1 8470 2
4219.172852 1 8471 2
4220.553223 1 8472 2
4221.269531 1 8473 2
4222.320801 1 8474 2
4222.947754 1 8475 3
4223.523438 1 8476 3
4223.877930 1 8477 2
4225.004395 1 8478 3
4225.361328 1 8479 3
4225.842773 1 8480 4
4226.124512 1 8481 3
4226.426758 1 8482 3
4226.779297 1 8483 3
4227.034180 1 8484 3
4227.381348 1 8485 3
4227.574219 1 8486 3
4227.788574 1 8487 4
4227.975098 1 8488 3
4228.130859 1 8489 3
4228.414551 1 8490 3
4228.686523 1 8491 3
4228.989746 1 8492 3
4229.183594 1 8493 3
4229.435547 1 8494 3
4229.722168 1 8495 3
4229.851562 1 8496 4
4230.082031 1 8497 3
4230.354004 1 8498 3
4230.556641 1 8499 2
4231.404785 1 8500 2
4231.956055 1 8501 2
4232.506836 1 8502 2
4232.953125 1 8503 2
4233.473145 1 8504 3
4233.807617 1 8505 2
4234.624023 1 8506 2
4234.773926 1 8507 3
4234.835938 1 8508 2
4234.995117 1 8509 2
4235.163574 1 8510 2
4235.307129 1 8511 2
4235.462402 1 8512 3
4235.541016 1 8513 2
4235.644531 1 8514 2
4235.770508 1 8515 2
4236.007812 1 8516 2
4236.246094 1 8517 2
4236.333496 1 8518 2
4236.427246 1 8519 3
4236.541992 1 8520 2
4236.654785 1 8521 3
4236.787598 1 8522 3
4238.077148 1 8523 2
4240.476562 1 8524 2
4241.735840 1 8525 2
4244.596191 1 8526 4
4245.291016 1 8527 4
4245.374512 1 8528 4
4245.440918 1 8529 4
4245.568848 1 8530 2
4245.951660 1 8531 2
4246.392578 1 8532 2
4247.013672 1 8533 2
4247.468750 1 8534 3
4248.044434 1 8535 2
4248.516602 1 8536 2
4249.219727 1 8537 2
4249.657715 1 8538 2
4251.249512 1 8539 2
4252.368652 1 8540 2
4253.392090 1 8541 2
4254.051270 1 8542 2
4254.456543 1 8543 4
4254.544434 1 8544 3
4254.865234 1 8545 3
4255.132324 1 8546 3
4255.541016 1 8547 2
4256.362793 1 8548 2
4257.286133 1 8549 3
4257.900879 1 8550 4
4258.191895 1 8551 4
4258.329590 1 8552 3
4258.887695 1 8553 3
4259.289551 1 8554 4
4259.593750 1 8555 4
4259.854980 1 8556 4
4260.004883 1 8557 4
4260.189941 1 8558 3
4260.715820 1 8559 3
4261.223633 1 8560 4
4261.437500 1 8561 3
4261.942383 1 8562 3
4262.449707 1 8563 3
4262.864258 1 8564 3
4263.673828 1 8565 3
4263.973145 1 8566 3
4264.509277 1 8567 3
4264.910156 1 8568 3
4265.280762 1 8569 3
4266.014648 1 8570 3
4266.067383 1 8571 3
4266.167480 1 8572 3
4266.204102 1 8573 2
4266.372559 1 8574 2
4266.723145 1 8575 2
4266.858887 1 8576 2
4266.927734 1 8577 2
4267.479492 1 8578 2
4267.995117 1 8579 2
4268.531250 1 8580 2
4268.920898 1 8581 2
4269.443359 1 8582 2
4269.844727 1 8583 2
4270.354004 1 8584 2
4270.720703 1 8585 2
4271.574707 1 8586 2
