t p i e
1235.314331 1 2504 2
1235.453491 1 2505 2
1235.520874 1 2506 2
1235.601440 1 2507 2
1236.125610 1 2508 2
1236.414185 1 2509 2
1236.780884 1 2510 2
1238.116943 1 2511 3
1238.453491 1 2512 3
1238.790283 1 2513 2
1239.009155 1 2514 2
1239.127808 1 2515 2
1240.189697 1 2516 2
1241.572266 1 2517 2
1242.356934 1 2518 2
1243.408447 1 2519 2
1244.060059 1 2520 2
1244.943970 1 2521 3
1245.415283 1 2522 3
1246.016968 1 2523 4
1246.472656 1 2524 4
1246.666504 1 2525 4
1246.947266 1 2526 4
1247.211914 1 2527 4
1247.443359 1 2528 4
1247.617676 1 2529 4
1248.108398 1 2530 3
1248.532349 1 2531 4
1248.646606 1 2532 3
1249.035767 1 2533 3
1249.314819 1 2534 3
1249.607178 1 2535 2
1250.204590 1 2536 2
1251.463989 1 2537 2
1252.264648 1 2538 2
1253.122437 1 2539 4
1253.209839 1 2540 4
1253.264893 1 2541 3
1253.304321 1 2542 3
1253.371948 1 2543 2
1253.497314 1 2544 2
1253.630737 1 2545 2
1253.713501 1 2546 2
1255.190063 1 2547 2
1257.031006 1 2548 2
1258.375244 1 2549 2
1260.126831 1 2550 4
1260.187744 1 2551 2
1260.421265 1 2552 2
1260.729248 1 2553 3
1260.881470 1 2554 2
1261.020264 1 2555 2
1261.205688 1 2556 2
1261.826294 1 2557 2
1261.935669 1 2558 2
1261.979004 1 2559 2
1262.083618 1 2560 3
1262.156982 1 2561 2
1262.324585 1 2562 2
1262.448486 1 2563 2
1262.565552 1 2564 2
1263.563599 1 2565 2
1264.778076 1 2566 2
1265.432373 1 2567 4
1265.698242 1 2568 4
1265.949219 1 2569 3
1266.174438 1 2570 4
1266.765015 1 2571 2
1267.937378 1 2572 3
1268.925049 1 2573 2
1270.584229 1 2574 3
1271.552734 1 2575 4
1271.939331 1 2576 4
1272.306641 1 2577 4
1272.587891 1 2578 4
1273.077148 1 2579 3
1273.660645 1 2580 4
1274.297852 1 2581 3
1274.507202 1 2582 3
1274.746582 1 2583 3
1275.033081 1 2584 2
1275.935913 1 2585 2
1276.976562 1 2586 2
1277.368774 1 2587 4
1277.949341 1 2588 4
1278.451416 1 2589 3
1278.808960 1 2590 3
1279.365967 1 2591 4
1279.836060 1 2592 4
1280.246338 1 2593 3
1280.599243 1 2594 3
1280.902710 1 2595 4
1281.150879 1 2596 4
1281.597046 1 2597 4
1282.367310 1 2598 4
1282.404907 1 2599 2
1282.498413 1 2600 2
1282.738525 1 2601 2
1283.078369 1 2602 2
1283.239380 1 2603 2
1283.427002 1 2604 2
1283.637695 1 2605 2
1283.784912 1 2606 2
1283.855469 1 2607 2
1283.916748 1 2608 2
1284.035278 1 2609 2
1284.125854 1 2610 2
1284.241455 1 2611 3
1284.336426 1 2612 2
1284.444580 1 2613 2
1284.514893 1 2614 2
1284.721069 1 2615 2
1285.068481 1 2616 2
1285.233154 1 2617 2
1285.367065 1 2618 2
1285.588623 1 2619 3
1285.754883 1 2620 2
1285.914917 1 2621 2
1286.098389 1 2622 2
1286.296997 1 2623 2
1286.616455 1 2624 2
1286.942383 1 2625 2
1287.077759 1 2626 2
1287.225708 1 2627 2
1287.526123 1 2628 2
1287.664551 1 2629 2
1287.878784 1 2630 2
1288.117310 1 2631 2
1289.578369 1 2632 2
1290.737183 1 2633 2
1291.808716 1 2634 3
1292.488525 1 2635 2
1293.367554 1 2636 2
1294.977173 1 2637 3
1295.299805 1 2638 3
1295.704102 1 2639 2
1296.678345 1 2640 2
1297.457642 1 2641 3
1297.949585 1 2642 3
1298.224609 1 2643 2
1298.571289 1 2644 2
1299.250977 1 2645 2
1300.926270 1 2646 2
1301.599609 1 2647 3
1301.907959 1 2648 3
1302.236572 1 2649 4
1302.322876 1 2650 3
1302.662964 1 2651 2
1303.052612 1 2652 2
1303.475220 1 2653 2
1303.702759 1 2654 2
1303.978638 1 2655 2
1304.192749 1 2656 2
1304.441040 1 2657 2
1304.758179 1 2658 2
1308.061646 1 2659 2
1309.663696 1 2660 2
1311.143555 1 2661 2
1312.318115 1 2662 3
1313.771973 1 2663 4
1314.610596 1 2664 3
1316.251465 1 2665 4
1316.746582 1 2666 4
1317.073853 1 2667 4
1317.527222 1 2668 4
1318.157227 1 2669 4
1318.427734 1 2670 4
1318.619507 1 2671 4
1318.690552 1 2672 3
1318.778564 1 2673 4
1318.920410 1 2674 3
1319.060425 1 2675 3
1319.167725 1 2676 2
1319.334717 1 2677 3
1319.479614 1 2678 2
1319.646118 1 2679 2
1319.866455 1 2680 2
1320.060425 1 2681 2
1320.300781 1 2682 2
1320.442139 1 2683 2
1320.665894 1 2684 2
1320.992310 1 2685 2
1321.161865 1 2686 2
1321.300171 1 2687 2
1321.393433 1 2688 2
1321.513794 1 2689 2
1321.604004 1 2690 2
1321.744141 1 2691 2
1321.913208 1 2692 2
1322.205444 1 2693 2
1323.576294 1 2694 2
1324.761230 1 2695 3
1325.359253 1 2696 2
1326.176514 1 2697 3
1326.709229 1 2698 3
1326.988159 1 2699 2
1327.097290 1 2700 2
1327.481201 1 2701 2
1330.315308 1 2702 2
1331.685303 1 2703 2
1332.647095 1 2704 2
1333.275635 1 2705 3
1333.331177 1 2706 2
1333.481445 1 2707 2
1333.671997 1 2708 2
1333.761475 1 2709 2
1334.188354 1 2710 2
1334.282227 1 2711 2
1334.441162 1 2712 2
1334.542725 1 2713 3
1335.934692 1 2714 3
1337.032227 1 2715 2
1338.380615 1 2716 2
1339.305298 1 2717 4
1339.945068 1 2718 4
1340.006348 1 2719 2
1340.290894 1 2720 2
1340.374268 1 2721 2
1340.545898 1 2722 2
1340.739624 1 2723 2
1343.508423 1 2724 2
1344.631470 1 2725 2
1346.291870 1 2726 2
1346.439331 1 2727 3
1346.505981 1 2728 2
1347.647827 1 2729 3
1348.289551 1 2730 3
1349.721924 1 2731 2
1351.070190 1 2732 3
1352.810913 1 2733 3
1353.994019 1 2734 3
1354.990479 1 2735 3
1356.339233 1 2736 4
1356.754883 1 2737 4
1357.378540 1 2738 4
1357.456665 1 2739 4
1357.612305 1 2740 4
1358.391724 1 2741 4
1358.843750 1 2742 4
1359.327026 1 2743 4
1360.616089 1 2744 4
1361.071655 1 2745 4
1361.657104 1 2746 4
1361.961182 1 2747 4
1362.697754 1 2748 4
1363.530273 1 2749 4
1364.104248 1 2750 4
1364.549072 1 2751 3
1365.137329 1 2752 3
1365.996582 1 2753 4
1366.697998 1 2754 4
1366.966431 1 2755 4
1367.153076 1 2756 4
1367.190674 1 2757 3
1367.323486 1 2758 2
1367.459106 1 2759 3
1368.259155 1 2760 2
1369.683472 1 2761 3
1371.000977 1 2762 2
1371.130371 1 2763 4
1371.200562 1 2764 3
1371.406250 1 2765 3
1371.516113 1 2766 3
1371.602661 1 2767 2
1371.917480 1 2768 2
1372.154663 1 2769 2
1373.868042 1 2770 2
1375.261963 1 2771 2
1376.220581 1 2772 3
1376.847656 1 2773 3
1377.137817 1 2774 3
1377.441406 1 2775 4
1377.512695 1 2776 4
1377.688232 1 2777 4
1377.794800 1 2778 3
1378.066528 1 2779 3
1378.387085 1 2780 3
1378.491333 1 2781 2
1378.721313 1 2782 3
1378.864746 1 2783 2
1379.274048 1 2784 2
1379.416504 1 2785 2
1380.877686 1 2786 2
1382.647095 1 2787 3
1382.995361 1 2788 2
1383.129639 1 2789 2
1384.554443 1 2790 2
1384.804932 1 2791 2
1385.084595 1 2792 2
1385.280151 1 2793 2
1385.552124 1 2794 2
1385.722534 1 2795 2
1386.132446 1 2796 2
1386.426880 1 2797 2
1386.558838 1 2798 2
1386.889648 1 2799 3
1387.095093 1 2800 3
1387.216797 1 2801 3
1388.577393 1 2802 3
1389.245728 1 2803 3
1390.068604 1 2804 3
1391.608643 1 2805 4
1392.036011 1 2806 4
1392.544678 1 2807 4
1392.737183 1 2808 4
1392.885132 1 2809 4
1393.035034 1 2810 4
1393.203857 1 2811 4
1393.302368 1 2812 4
1393.448853 1 2813 4
1393.577271 1 2814 3
1393.735718 1 2815 2
1394.154663 1 2816 3
1394.395996 1 2817 3
1394.632935 1 2818 3
1395.006714 1 2819 2
1396.168335 1 2820 3
1396.352905 1 2821 2
1396.717163 1 2822 3
1396.948853 1 2823 2
1397.355225 1 2824 2
1398.120361 1 2825 2
1399.843750 1 2826 3
1401.022339 1 2827 3
1401.092651 1 2828 3
1401.165527 1 2829 2
1401.257568 1 2830 2
1401.374878 1 2831 2
1401.492676 1 2832 3
1401.614868 1 2833 2
1401.974854 1 2834 2
1402.576538 1 2835 2
1402.809448 1 2836 2
1403.016846 1 2837 2
1403.181152 1 2838 2
1403.517212 1 2839 3
1403.648193 1 2840 2
1403.935547 1 2841 2
1404.191895 1 2842 3
1404.329590 1 2843 2
1404.596069 1 2844 2
1404.903076 1 2845 2
1405.258057 1 2846 2
1405.464355 1 2847 2
1405.716064 1 2848 2
1405.909180 1 2849 2
1406.102417 1 2850 2
1406.431030 1 2851 3
1406.521118 1 2852 2
1406.769287 1 2853 3
1406.897705 1 2854 2
1407.213745 1 2855 2
1407.593628 1 2856 2
1407.786743 1 2857 2
1407.956787 1 2858 2
1408.299194 1 2859 2
1408.620850 1 2860 2
1408.886230 1 2861 2
1409.294067 1 2862 2
1409.640137 1 2863 2
1409.835327 1 2864 2
1410.093994 1 2865 2
1410.271362 1 2866 2
1410.417358 1 2867 3
1410.527466 1 2868 2
1410.782227 1 2869 2
1410.948364 1 2870 2
1411.149536 1 2871 3
1411.309814 1 2872 3
1411.465942 1 2873 2
1411.665527 1 2874 2
1411.911499 1 2875 2
1412.041504 1 2876 3
1412.187500 1 2877 2
1412.478027 1 2878 2
1413.265747 1 2879 2
1413.541504 1 2880 2
1413.871216 1 2881 2
1414.086914 1 2882 2
1414.257080 1 2883 2
1415.860718 1 2884 2
1417.537109 1 2885 2
1418.968628 1 2886 2
1420.575317 1 2887 3
1422.218628 1 2888 3
1423.806152 1 2889 3
1424.904541 1 2890 4
1425.364624 1 2891 3
1425.783081 1 2892 4
1426.413452 1 2893 4
1426.505127 1 2894 3
1426.607910 1 2895 3
1426.712280 1 2896 2
1426.975952 1 2897 2
1427.266235 1 2898 2
1427.422729 1 2899 2
1427.676758 1 2900 2
1427.801880 1 2901 2
1428.067505 1 2902 2
1428.250366 1 2903 2
1428.537476 1 2904 2
1429.182495 1 2905 2
1429.433105 1 2906 2
1429.737671 1 2907 2
1430.119751 1 2908 3
1430.238770 1 2909 2
1430.804077 1 2910 2
1431.058472 1 2911 2
1431.243286 1 2912 2
1431.443604 1 2913 2
1431.807007 1 2914 2
1432.159546 1 2915 2
1432.803101 1 2916 2
1433.443237 1 2917 2
1433.774170 1 2918 2
1434.497437 1 2919 2
1435.255981 1 2920 3
1435.827148 1 2921 2
1437.069458 1 2922 2
1438.309082 1 2923 3
1438.867920 1 2924 4
1438.940063 1 2925 3
1439.128540 1 2926 2
1439.319092 1 2927 2
1439.647705 1 2928 2
1439.919678 1 2929 2
1442.474854 1 2930 2
1444.501953 1 2931 2
1446.209229 1 2932 3
1447.151367 1 2933 4
1447.434937 1 2934 4
1447.579468 1 2935 3
1448.533936 1 2936 3
1449.305786 1 2937 3
1449.355957 1 2938 2
1449.622681 1 2939 2
1449.868530 1 2940 3
1450.439209 1 2941 2
1451.533569 1 2942 2
1451.658447 1 2943 2
1451.803223 1 2944 2
1451.957275 1 2945 2
1452.053467 1 2946 2
1452.190552 1 2947 2
1452.276245 1 2948 2
1452.399414 1 2949 2
1455.232056 1 2950 2
1456.375977 1 2951 3
1457.256958 1 2952 2
1459.575562 1 2953 3
1462.833618 1 2954 4
1463.180298 1 2955 4
1463.454956 1 2956 4
1463.886108 1 2957 4
1464.389038 1 2958 4
1465.097534 1 2959 3
1465.756348 1 2960 4
1466.041138 1 2961 3
1466.525391 1 2962 4
1466.801147 1 2963 3
1467.402588 1 2964 2
1467.965088 1 2965 3
1468.584229 1 2966 2
1469.594482 1 2967 3
1470.684448 1 2968 3
1471.113281 1 2969 4
1471.344971 1 2970 3
1471.564331 1 2971 2
1472.042847 1 2972 3
1472.988159 1 2973 2
1474.831299 1 2974 2
1474.951904 1 2975 3
1475.366455 1 2976 4
1475.731567 1 2977 3
1476.239868 1 2978 3
1476.513184 1 2979 3
1477.755981 1 2980 4
1478.059570 1 2981 4
1478.170044 1 2982 4
1478.665283 1 2983 3
1479.170044 1 2984 3
1479.667969 1 2985 3
1480.430054 1 2986 4
1480.471313 1 2987 3
1480.560913 1 2988 3
1480.710938 1 2989 3
1480.851196 1 2990 2
1480.979248 1 2991 2
1481.099487 1 2992 2
1481.273560 1 2993 2
1481.369385 1 2994 2
1481.453247 1 2995 2
1481.591553 1 2996 2
1482.063477 1 2997 2
1482.149658 1 2998 2
1482.301880 1 2999 3
1482.361572 1 3000 2
1482.472290 1 3001 2
1482.604980 1 3002 2
1482.767700 1 3003 2
1482.989624 1 3004 2
1483.640625 1 3005 2
1484.566040 1 3006 2
1485.794312 1 3007 2
1487.712402 1 3008 2
1488.607788 1 3009 3
1489.067139 1 3010 3
1489.962524 1 3011 4
1490.218994 1 3012 3
1490.523926 1 3013 3
1491.197266 1 3014 3
1491.993530 1 3015 4
1492.306519 1 3016 4
1492.362915 1 3017 3
1492.495850 1 3018 2
1494.715820 1 3019 2
1497.037109 1 3020 2
1498.648193 1 3021 3
1498.973389 1 3022 3
1499.076538 1 3023 2
1499.197754 1 3024 2
1501.234741 1 3025 2
1502.887085 1 3026 2
1504.618286 1 3027 3
1506.618286 1 3028 4
1506.979614 1 3029 4
1507.180542 1 3030 4
1507.300659 1 3031 4
1507.414307 1 3032 3
1507.682495 1 3033 2
1509.502686 1 3034 2
1513.212036 1 3035 3
1514.612061 1 3036 4
1515.273926 1 3037 4
1515.354614 1 3038 3
1515.595947 1 3039 4
1515.747314 1 3040 4
1515.870728 1 3041 4
1515.955200 1 3042 4
1515.973511 1 3043 4
1516.000488 1 3044 3
1516.110352 1 3045 2
1516.286987 1 3046 2
1516.394409 1 3047 2
1516.507324 1 3048 2
1516.639282 1 3049 2
1516.734497 1 3050 2
1516.820068 1 3051 2
1517.009155 1 3052 2
1517.080933 1 3053 2
1517.253906 1 3054 2
1517.445068 1 3055 2
1517.802612 1 3056 2
1518.072144 1 3057 2
1518.343750 1 3058 2
1518.440186 1 3059 2
1518.733398 1 3060 2
1518.990112 1 3061 2
1519.226929 1 3062 2
1519.519531 1 3063 3
1519.579834 1 3064 3
1519.683105 1 3065 2
1519.756958 1 3066 2
1519.841064 1 3067 3
1520.001099 1 3068 2
1520.195923 1 3069 2
1520.647827 1 3070 3
1520.905273 1 3071 2
1521.117798 1 3072 2
1521.351685 1 3073 2
1521.517700 1 3074 2
1521.705933 1 3075 2
1521.890015 1 3076 2
1522.126953 1 3077 2
1522.440918 1 3078 2
1522.704712 1 3079 2
1523.986816 1 3080 2
1524.879639 1 3081 2
1525.916016 1 3082 2
1526.757202 1 3083 3
1527.293091 1 3084 3
1527.763916 1 3085 4
1528.116943 1 3086 4
1528.396362 1 3087 4
1528.630981 1 3088 4
1528.802246 1 3089 3
1529.191406 1 3090 4
1529.472900 1 3091 3
1530.044678 1 3092 4
1530.615234 1 3093 4
1530.950562 1 3094 4
1531.185913 1 3095 3
1531.773804 1 3096 3
1532.233887 1 3097 3
1532.361084 1 3098 2
1532.527588 1 3099 2
1532.826172 1 3100 2
1533.120483 1 3101 2
1533.382935 1 3102 2
1533.620239 1 3103 2
1534.075195 1 3104 2
1534.399658 1 3105 2
1534.996460 1 3106 2
1535.221313 1 3107 4
1535.421021 1 3108 4
1535.594604 1 3109 4
1535.768066 1 3110 3
1536.149048 1 3111 2
1536.392822 1 3112 3
1536.986572 1 3113 3
1537.264404 1 3114 3
1537.480347 1 3115 2
1537.943970 1 3116 2
1538.343384 1 3117 2
1539.034058 1 3118 2
1539.802124 1 3119 4
1540.019409 1 3120 3
1540.231079 1 3121 3
1540.381348 1 3122 3
1540.620850 1 3123 2
1541.210938 1 3124 2
1541.901733 1 3125 2
1542.383545 1 3126 2
1542.679688 1 3127 2
1542.890625 1 3128 2
1543.561401 1 3129 2
1543.982300 1 3130 2
1544.428101 1 3131 2
1544.772339 1 3132 2
1545.455811 1 3133 2
1545.892944 1 3134 2
1546.243652 1 3135 3
1550.077026 1 3136 2
1551.544922 1 3137 2
1553.084839 1 3138 3
1553.630737 1 3139 4
1553.653198 1 3140 4
1553.677490 1 3141 3
1553.762939 1 3142 3
1553.877686 1 3143 3
1554.037964 1 3144 2
1555.063354 1 3145 2
1556.272339 1 3146 2
1557.233398 1 3147 2
1559.007324 1 3148 3
1559.341064 1 3149 3
1560.211792 1 3150 3
1561.015747 1 3151 3
1561.375000 1 3152 4
1561.622681 1 3153 3
1562.038574 1 3154 3
1562.109619 1 3155 3
1562.183960 1 3156 2
1562.280762 1 3157 2
1563.034912 1 3158 2
1563.369385 1 3159 2
1563.931763 1 3160 2
1564.488770 1 3161 2
1565.090698 1 3162 3
1565.361572 1 3163 2
1565.458862 1 3164 2
1566.625488 1 3165 2
1568.350952 1 3166 2
1570.292114 1 3167 3
1570.918579 1 3168 4
1571.485107 1 3169 4
1572.325684 1 3170 4
1572.352295 1 3171 2
1572.463623 1 3172 2
1572.575073 1 3173 2
1572.640381 1 3174 2
1574.387451 1 3175 3
1574.579224 1 3176 2
1574.779785 1 3177 2
1575.046387 1 3178 2
1575.341675 1 3179 2
1575.550049 1 3180 3
1575.716187 1 3181 2
1576.031006 1 3182 2
1576.226929 1 3183 3
1576.434204 1 3184 3
1576.603638 1 3185 3
1576.719849 1 3186 3
1576.814331 1 3187 3
1576.898804 1 3188 2
1577.113159 1 3189 3
1577.278687 1 3190 2
1577.574341 1 3191 2
1577.877075 1 3192 2
1578.165039 1 3193 2
1578.290161 1 3194 2
1578.405273 1 3195 2
1578.490723 1 3196 2
1578.641113 1 3197 2
1578.839722 1 3198 2
1578.918701 1 3199 2
1579.016846 1 3200 2
1579.207153 1 3201 2
1579.444580 1 3202 2
1579.548950 1 3203 2
1579.762817 1 3204 2
1579.924438 1 3205 2
1580.050903 1 3206 2
1580.149292 1 3207 2
1580.347168 1 3208 2
1580.464600 1 3209 2
1580.601318 1 3210 2
1582.304688 1 3211 2
1584.628174 1 3212 2
1586.113037 1 3213 2
1588.017944 1 3214 3
1588.207153 1 3215 3
1588.406372 1 3216 3
1588.661133 1 3217 3
1589.071533 1 3218 2
1589.340576 1 3219 3
1589.497192 1 3220 2
1590.010742 1 3221 3
1590.411865 1 3222 3
1590.713745 1 3223 2
1591.211548 1 3224 2
1591.699829 1 3225 2
1592.161743 1 3226 3
1592.458130 1 3227 2
1592.695923 1 3228 2
1593.129150 1 3229 2
1594.001831 1 3230 2
1595.033203 1 3231 2
1596.187744 1 3232 3
1596.498901 1 3233 2
1597.382568 1 3234 2
1598.338379 1 3235 2
1599.197754 1 3236 2
1600.551025 1 3237 2
1601.226685 1 3238 2
1603.068115 1 3239 2
1603.794312 1 3240 3
1604.371948 1 3241 3
1604.879761 1 3242 3
1605.439453 1 3243 3
1606.107666 1 3244 3
1606.573120 1 3245 4
1606.815063 1 3246 3
1607.401611 1 3247 3
1607.739380 1 3248 3
1608.723022 1 3249 3
1609.317017 1 3250 3
1609.529907 1 3251 4
1609.734985 1 3252 2
1610.049805 1 3253 2
1610.852051 1 3254 3
1611.263794 1 3255 2
1612.113647 1 3256 3
1612.673950 1 3257 3
1613.306519 1 3258 3
1613.891968 1 3259 4
1614.114746 1 3260 3
1614.569580 1 3261 4
1614.722534 1 3262 3
1615.002686 1 3263 3
1616.404175 1 3264 2
1617.832764 1 3265 2
1619.165161 1 3266 3
1619.920532 1 3267 4
1620.051758 1 3268 3
1620.226562 1 3269 2
1620.447388 1 3270 3
1620.765381 1 3271 2
1621.020020 1 3272 2
1621.278564 1 3273 2
1621.514526 1 3274 2
1621.689209 1 3275 2
1622.040649 1 3276 2
1622.328369 1 3277 2
1622.706055 1 3278 2
1622.980957 1 3279 2
1623.179321 1 3280 2
1624.388428 1 3281 2
1626.216064 1 3282 3
1627.041992 1 3283 3
1628.925049 1 3284 4
1629.799194 1 3285 4
1630.472290 1 3286 4
1630.948242 1 3287 3
1632.095337 1 3288 4
1632.548462 1 3289 3
1633.492676 1 3290 4
1633.831665 1 3291 4
1634.424438 1 3292 4
1634.723022 1 3293 4
1635.320679 1 3294 3
1635.728394 1 3295 4
1635.962280 1 3296 4
1636.320801 1 3297 4
1636.600342 1 3298 4
1636.955566 1 3299 3
1637.403442 1 3300 3
1637.435059 1 3301 3
1637.525146 1 3302 2
1637.865112 1 3303 3
1638.069946 1 3304 3
1638.326050 1 3305 2
1638.484497 1 3306 3
1639.399292 1 3307 3
1639.953857 1 3308 3
1640.753906 1 3309 2
1641.772583 1 3310 4
1641.952393 1 3311 3
1642.495483 1 3312 3
1643.219116 1 3313 3
1644.128174 1 3314 3
1644.384888 1 3315 4
1644.914673 1 3316 3
1645.300659 1 3317 3
1645.759766 1 3318 3
1646.298096 1 3319 3
1646.761963 1 3320 3
1647.301636 1 3321 3
1649.813354 1 3322 3
1650.378906 1 3323 3
1650.632812 1 3324 3
1650.971191 1 3325 4
1651.166382 1 3326 3
1651.502930 1 3327 4
1651.649658 1 3328 4
1651.816650 1 3329 3
1652.384399 1 3330 4
1653.100098 1 3331 3
1653.417603 1 3332 3
1654.199097 1 3333 4
1654.322632 1 3334 3
1655.024658 1 3335 3
1655.544189 1 3336 3
1656.043091 1 3337 3
1656.549072 1 3338 3
1657.022705 1 3339 3
1657.625000 1 3340 3
1658.281860 1 3341 4
1658.455200 1 3342 4
1658.825439 1 3343 3
1659.357422 1 3344 2
1660.484131 1 3345 3
1661.387695 1 3346 3
1661.733398 1 3347 3
1661.768066 1 3348 2
1661.878906 1 3349 2
1662.106934 1 3350 2
1662.383545 1 3351 2
1662.707642 1 3352 2
1662.960815 1 3353 2
1663.374268 1 3354 2
1663.588989 1 3355 2
1663.692505 1 3356 2
1663.972168 1 3357 3
1664.275146 1 3358 2
1664.661499 1 3359 3
1665.100098 1 3360 3
1665.322876 1 3361 3
1665.661011 1 3362 3
1665.852539 1 3363 2
1666.446289 1 3364 3
1666.674683 1 3365 2
1667.038330 1 3366 3
1667.097778 1 3367 2
1667.183716 1 3368 2
1667.299683 1 3369 2
1667.486938 1 3370 2
1667.584717 1 3371 2
1667.651978 1 3372 2
1667.767822 1 3373 2
1667.850342 1 3374 3
1668.788940 1 3375 2
1670.172607 1 3376 2
1670.674316 1 3377 2
1671.330078 1 3378 3
1672.129272 1 3379 3
1672.285645 1 3380 3
1673.031860 1 3381 3
1673.078613 1 3382 2
1673.183838 1 3383 2
1673.301880 1 3384 2
1673.483887 1 3385 2
1673.601685 1 3386 2
1675.074097 1 3387 2
1677.467163 1 3388 2
1680.519531 1 3389 2
1682.504028 1 3390 4
1682.840698 1 3391 4
1683.287964 1 3392 4
1683.905762 1 3393 4
1684.245239 1 3394 4
1684.658569 1 3395 4
1685.320801 1 3396 4
1685.751953 1 3397 4
1686.119019 1 3398 4
1686.606567 1 3399 4
1687.147339 1 3400 4
1687.596802 1 3401 4
1688.340332 1 3402 4
1688.880005 1 3403 4
1689.603516 1 3404 4
1690.056396 1 3405 4
1690.431030 1 3406 4
1690.855591 1 3407 3
1691.566772 1 3408 4
1692.323975 1 3409 3
1692.962769 1 3410 4
1693.329712 1 3411 4
1693.568604 1 3412 3
1693.950073 1 3413 4
1694.255005 1 3414 3
1694.602173 1 3415 3
1694.967896 1 3416 3
1695.388062 1 3417 4
1695.654053 1 3418 4
1695.936523 1 3419 4
1696.195435 1 3420 4
1696.311279 1 3421 4
1696.416016 1 3422 3
1696.591797 1 3423 3
1696.730957 1 3424 2
1696.904663 1 3425 2
1697.295410 1 3426 2
1697.579102 1 3427 2
1700.137207 1 3428 2
1702.037964 1 3429 2
1705.183838 1 3430 3
1706.982788 1 3431 4
1707.427490 1 3432 4
1707.675537 1 3433 4
1707.724365 1 3434 4
1707.792358 1 3435 2
1707.928345 1 3436 2
1708.098999 1 3437 2
1708.247070 1 3438 2
1708.380493 1 3439 2
1708.543213 1 3440 2
1708.715698 1 3441 2
1711.617432 1 3442 2
1713.358765 1 3443 2
1715.164062 1 3444 3
1715.848022 1 3445 3
1716.549683 1 3446 4
1716.572998 1 3447 3
1716.992676 1 3448 3
1717.956909 1 3449 2
1718.700806 1 3450 3
1719.385376 1 3451 4
1719.608643 1 3452 4
1719.679688 1 3453 4
1719.744873 1 3454 3
1719.964478 1 3455 2
1720.404907 1 3456 2
1720.763062 1 3457 3
1721.140015 1 3458 3
1721.366577 1 3459 3
1721.608398 1 3460 3
1721.801758 1 3461 3
1722.298462 1 3462 3
1722.627441 1 3463 3
1722.927979 1 3464 4
1723.047852 1 3465 3
1723.329956 1 3466 2
1723.752441 1 3467 2
1724.166138 1 3468 2
1725.520142 1 3469 2
1726.570435 1 3470 2
1727.528076 1 3471 4
1727.695190 1 3472 3
1727.973877 1 3473 3
1728.700562 1 3474 4
1729.181519 1 3475 4
1729.367798 1 3476 4
1729.416260 1 3477 4
1729.442871 1 3478 3
1729.491211 1 3479 2
1729.640015 1 3480 2
1729.696289 1 3481 2
1729.848022 1 3482 2
1730.960205 1 3483 2
1731.731445 1 3484 2
1732.283447 1 3485 2
1733.055786 1 3486 2
1733.566528 1 3487 2
1734.150391 1 3488 3
1734.374756 1 3489 3
1734.669922 1 3490 3
1734.873535 1 3491 2
1735.337524 1 3492 2
1735.743530 1 3493 2
1736.085083 1 3494 2
1736.556396 1 3495 4
1736.702271 1 3496 4
1736.915161 1 3497 3
1737.119507 1 3498 2
1737.540894 1 3499 3
1737.900269 1 3500 3
1738.045166 1 3501 4
1738.158813 1 3502 4
1738.244141 1 3503 2
1738.374268 1 3504 3
1738.433350 1 3505 3
1738.524536 1 3506 3
1738.589355 1 3507 2
1738.665894 1 3508 2
1738.746948 1 3509 2
1738.942749 1 3510 2
1739.065674 1 3511 2
1739.189453 1 3512 2
1739.304321 1 3513 2
1739.440674 1 3514 2
1739.520630 1 3515 2
1739.602295 1 3516 2
1739.756470 1 3517 3
1739.895264 1 3518 2
1740.140259 1 3519 2
1740.240845 1 3520 2
1740.417847 1 3521 2
1740.751587 1 3522 2
1741.428955 1 3523 2
1741.583740 1 3524 2
1741.776245 1 3525 2
1741.938599 1 3526 2
1742.094727 1 3527 2
1742.392578 1 3528 2
1742.541748 1 3529 2
1742.671509 1 3530 2
1742.846313 1 3531 2
1743.031494 1 3532 2
1743.099854 1 3533 2
1743.172852 1 3534 2
1743.295532 1 3535 2
1743.459839 1 3536 3
1743.556885 1 3537 2
1743.685669 1 3538 2
1743.778076 1 3539 2
1743.861938 1 3540 2
1743.974121 1 3541 2
1744.238892 1 3542 2
1744.564819 1 3543 2
1744.756592 1 3544 2
1745.036011 1 3545 2
1745.427856 1 3546 2
1745.650879 1 3547 2
1745.805786 1 3548 2
1745.942139 1 3549 3
1746.080078 1 3550 2
1746.540405 1 3551 2
1749.532959 1 3552 2
1752.099609 1 3553 3
1753.705933 1 3554 3
1755.812500 1 3555 4
1756.368042 1 3556 4
1756.983643 1 3557 4
1757.508911 1 3558 4
1758.326294 1 3559 4
1758.643066 1 3560 4
1759.336548 1 3561 4
1759.531494 1 3562 4
1759.865479 1 3563 4
1759.963989 1 3564 3
1760.905151 1 3565 3
1762.187378 1 3566 3
1763.581177 1 3567 2
1765.880249 1 3568 4
1766.116821 1 3569 4
1766.725464 1 3570 4
1767.104736 1 3571 3
1767.357666 1 3572 3
1767.672607 1 3573 4
1767.862305 1 3574 3
1768.181274 1 3575 2
1769.314331 1 3576 2
1770.267334 1 3577 2
1770.881592 1 3578 3
1771.288574 1 3579 3
